Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
2302,WhiteMage,https://www.fflogs.com/reports/vXFBZNgyYHjaw14b#fight=27&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,6591.4,1137.2s,5755.0,129.5s,8391.1,138.0s,5788.8,192.3s,6881.7,71.5s,7301.2,286.0s,6294.9,319.9s
2303,WhiteMage,https://www.fflogs.com/reports/M3BfPw7VYqxWtkGd#fight=26&type=damage-done,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,6586.7,1143.7s,5907.8,128.6s,7933.8,144.6s,6152.1,194.0s,7521.8,71.6s,7341.4,286.0s,5984.8,318.8s
2304,Astrologian,https://www.fflogs.com/reports/HyjYvMFKDq4TtN96#fight=1&type=damage-done,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,6582.3,1139.9s,6404.1,126.9s,6743.6,144.3s,5988.0,191.2s,6875.2,71.6s,7691.9,285.9s,6290.8,320.0s
2305,WhiteMage,https://www.fflogs.com/reports/nZ3akpqYf8r4wtD2#fight=5&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,6457.1,1135.9s,6004.3,129.0s,7266.7,144.3s,6504.0,187.4s,5842.0,71.6s,7227.5,286.1s,6001.8,317.5s
2306,WhiteMage,https://www.fflogs.com/reports/tDGqRBdJCxn2azgj#fight=7&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,6578.2,1145.4s,5773.8,129.5s,7384.3,143.0s,6182.0,192.8s,6638.6,71.6s,7515.1,286.0s,6344.3,322.6s
2307,WhiteMage,https://www.fflogs.com/reports/r3pLFHdnPAGzc7qB#fight=54&type=damage-done,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,6577.3,1142.3s,5684.6,128.5s,7242.6,144.6s,6303.5,189.2s,7584.1,71.6s,7569.5,286.0s,6136.6,322.5s
2308,Astrologian,https://www.fflogs.com/reports/W7NnKcmYRhtfVvaX#fight=15&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,6576.5,1141.6s,5991.6,127.4s,6789.4,144.1s,6352.9,193.3s,5653.7,71.6s,7754.5,286.0s,6452.8,319.3s
2309,WhiteMage,https://www.fflogs.com/reports/k98tPm3VxQnW6ZvB#fight=5&type=damage-done,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,6573.5,1139.2s,6017.0,128.5s,6906.2,143.7s,5939.0,190.7s,6905.2,71.6s,7594.7,286.0s,6454.1,318.7s
2310,Astrologian,https://www.fflogs.com/reports/a:jZmKCAq6JVgBp1YP#fight=9&type=damage-done,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,6570.9,1130.9s,6190.2,127.4s,7949.5,138.0s,6039.6,188.9s,6407.3,71.6s,7585.0,286.1s,5978.3,318.9s
2311,WhiteMage,https://www.fflogs.com/reports/913JW6VjY2dHmBCT#fight=11&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,6563.7,1145.7s,5841.3,129.9s,7728.0,143.1s,6517.8,193.3s,7571.4,71.6s,7165.0,286.0s,5911.0,321.7s
2312,WhiteMage,https://www.fflogs.com/reports/94tjTfWDhaMZXm7b#fight=10&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,6558.1,1142.4s,6161.6,128.4s,7556.3,144.2s,6272.7,192.3s,6838.6,71.6s,6996.4,286.1s,6190.6,319.9s
2313,WhiteMage,https://www.fflogs.com/reports/dr3cqwXhZpkxzQ79#fight=1&type=damage-done,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,6554.7,1137.1s,5892.4,128.0s,8042.3,141.7s,6116.7,190.7s,6691.2,71.7s,7621.6,285.9s,5892.7,319.0s
2314,WhiteMage,https://www.fflogs.com/reports/vNM83qyPaGdCWXt2#fight=29&type=damage-done,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,6553.6,1134.0s,6043.0,128.2s,7355.8,140.7s,5977.7,186.3s,7284.1,71.8s,7641.1,286.1s,6056.5,321.0s
2315,WhiteMage,https://www.fflogs.com/reports/4YKbFm7ayLzr31PZ#fight=12&type=damage-done,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,6413.7,1140.0s,5914.5,129.8s,7325.0,140.0s,6290.4,191.5s,6823.8,71.7s,7145.5,285.9s,5868.7,321.2s
2316,WhiteMage,https://www.fflogs.com/reports/pgfQKxjkFRtaz29c#fight=15&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,6386.9,1144.3s,5937.2,130.0s,7553.9,141.8s,5789.0,192.8s,7005.8,71.6s,6944.1,285.9s,6042.6,322.2s
2317,WhiteMage,https://www.fflogs.com/reports/fjCrMT2xQkBhz3qG#fight=21&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,6546.7,1145.1s,6083.3,129.0s,7214.3,143.6s,6422.9,192.2s,7070.8,71.6s,7283.2,286.1s,6053.6,322.7s
2318,WhiteMage,https://www.fflogs.com/reports/W2Z1CwR8mqTtVdpQ#fight=42&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,6546.0,1141.3s,6136.8,128.2s,8174.3,141.9s,6018.6,191.1s,6715.3,71.6s,7078.0,285.8s,6044.1,322.6s
2319,WhiteMage,https://www.fflogs.com/reports/9KGbFrPT3NDQZ7nB#fight=8&type=damage-done,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,6545.6,1143.0s,5794.7,128.1s,7360.9,143.6s,6638.2,193.6s,6984.1,71.6s,7397.3,286.1s,5945.4,320.1s
2320,Astrologian,https://www.fflogs.com/reports/L2JaqnM73fpv8Djh#fight=17&type=damage-done,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,6383.0,1137.5s,5906.0,127.3s,6568.6,144.1s,6630.6,190.5s,5066.4,71.6s,7099.1,286.0s,6267.5,318.0s
2321,WhiteMage,https://www.fflogs.com/reports/21MQRHYt3zaPdVcD#fight=28&type=damage-done,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,6543.6,1144.9s,5645.0,130.0s,7282.2,143.5s,6537.5,193.5s,6044.0,71.4s,7676.5,286.0s,6157.5,320.5s
2322,WhiteMage,https://www.fflogs.com/reports/Y2hWXnHr1Qvk9cGt#fight=7&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,6388.2,1148.0s,5757.6,130.0s,7153.9,144.9s,6223.2,193.5s,7575.6,71.5s,7114.5,286.0s,5825.5,322.2s
2323,Scholar,https://www.fflogs.com/reports/MKvm8qxPja9F1XGN#fight=14&type=damage-done,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,6535.4,1145.4s,6538.9,129.7s,6694.6,144.1s,6796.2,190.6s,5905.7,71.6s,7128.7,286.1s,6123.1,323.3s
2324,WhiteMage,https://www.fflogs.com/reports/DkAVTG8f1nj97RP2#fight=7&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,6433.0,1145.1s,5932.5,127.7s,7153.9,142.7s,6636.2,194.6s,5709.6,71.6s,7012.5,286.2s,6078.0,322.3s
2325,WhiteMage,https://www.fflogs.com/reports/qbNdPw3TkBGR4FMt#fight=27&type=damage-done,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,6534.0,1135.5s,6295.1,122.4s,8423.4,141.1s,6003.8,192.6s,6652.5,71.6s,6944.7,285.9s,5919.5,321.9s
2326,WhiteMage,https://www.fflogs.com/reports/L6qYp8g7tmrvZnDV#fight=17&type=damage-done,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,6380.5,1146.5s,5584.8,128.1s,7593.9,145.1s,5872.9,193.5s,8198.0,71.6s,6960.1,286.0s,5851.9,322.2s
2327,WhiteMage,https://www.fflogs.com/reports/Yg69tZJryM7qAGwV#fight=7&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,6529.6,1146.2s,5902.0,130.5s,7648.9,145.4s,5540.1,192.6s,8128.2,71.6s,7356.9,286.1s,6161.4,319.9s
2328,WhiteMage,https://www.fflogs.com/reports/PRYryAaZ69NpcVMJ#fight=18&type=damage-done,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,6528.2,1142.1s,6005.4,129.5s,7454.5,144.6s,6397.2,192.2s,6725.5,71.6s,7431.4,286.1s,5921.5,318.0s
2329,Scholar,https://www.fflogs.com/reports/hak29VF7rARNyHb8#fight=9&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,6527.8,1142.4s,6745.1,129.6s,6621.5,143.4s,6571.0,191.3s,6975.5,71.6s,6896.8,285.9s,6063.4,320.7s
2330,WhiteMage,https://www.fflogs.com/reports/taCQw2Wb3Ykqpr1A#fight=38&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,6527.4,1146.3s,5876.7,129.6s,7875.5,143.9s,6473.9,193.1s,7043.8,71.6s,7465.5,285.9s,5682.0,322.1s
2331,WhiteMage,https://www.fflogs.com/reports/a:g41BfZWqPjvpwCmJ#fight=4&type=damage-done,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,6526.3,1141.2s,6526.2,129.4s,7308.9,143.1s,6497.5,189.2s,7287.2,71.6s,7006.3,285.9s,5792.5,321.9s
2332,WhiteMage,https://www.fflogs.com/reports/YNn68jGQ74PwLgX9#fight=24&type=damage-done,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,6512.7,1137.2s,6512.8,129.3s,7626.9,141.3s,5809.2,190.9s,8589.9,71.6s,7089.2,286.1s,5708.8,318.0s
2333,WhiteMage,https://www.fflogs.com/reports/M1AdDXt2jJWHrKG4#fight=34&type=damage-done,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,6511.2,1134.9s,6078.9,125.9s,7871.8,143.1s,6240.8,187.0s,6687.9,71.6s,7195.5,285.9s,5881.3,321.5s
2334,Scholar,https://www.fflogs.com/reports/YBQjy8KrMcTqfmZn#fight=18&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,6501.9,1142.3s,6517.6,128.3s,6420.0,145.0s,5843.5,193.4s,7649.2,71.6s,7466.0,285.9s,6167.0,318.2s
2335,WhiteMage,https://www.fflogs.com/reports/PkZYwhTaG1X8MQyr#fight=7&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,6499.6,1146.3s,5720.1,130.1s,7140.3,143.8s,5812.3,192.6s,7170.1,71.5s,7488.9,286.1s,6344.2,322.2s
2336,Astrologian,https://www.fflogs.com/reports/6Nc8FAnLZQwzj721#fight=9&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,6473.6,1145.8s,6410.3,130.0s,6884.5,144.4s,6056.6,193.0s,6467.6,71.6s,7621.1,286.0s,5958.6,320.7s
2337,WhiteMage,https://www.fflogs.com/reports/T64rvfDnFLHCKcp8#fight=12&type=damage-done,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,6464.3,1144.1s,5889.0,127.6s,7402.8,143.9s,6041.8,192.1s,7200.1,71.6s,7224.4,286.0s,6026.6,323.0s
2338,WhiteMage,https://www.fflogs.com/reports/1fQ2WgJhqxRVmBL7#fight=13&type=damage-done,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,6367.4,1142.7s,5837.4,129.7s,7759.8,142.8s,5779.1,193.0s,5645.0,71.6s,7224.7,286.0s,6067.2,319.7s
2339,WhiteMage,https://www.fflogs.com/reports/jNbgY9nF21wMa7R3#fight=19&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,6496.6,1139.6s,6076.5,130.6s,7710.2,139.5s,6407.0,189.0s,6180.9,71.6s,7555.2,286.1s,5747.9,322.9s
2340,WhiteMage,https://www.fflogs.com/reports/VCXjN7v4H1Jp6gwq#fight=19&type=damage-done,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,6494.8,1145.2s,6012.4,130.0s,7356.8,145.1s,6326.8,192.6s,5572.7,71.5s,7268.0,285.8s,6226.7,320.2s
2341,WhiteMage,https://www.fflogs.com/reports/GAygw7VY8TP16CFQ#fight=40&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,6340.6,1146.3s,5996.8,129.6s,6847.0,142.4s,5821.3,193.6s,6809.6,71.6s,7202.8,286.1s,6045.0,322.9s
2342,Scholar,https://www.fflogs.com/reports/1FDRpCcW4YTPLrMK#fight=14&type=damage-done,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,6492.8,1142.3s,6418.2,128.6s,6225.6,144.0s,6886.1,190.4s,5706.9,71.6s,6996.1,286.1s,6302.1,321.5s
2343,Astrologian,https://www.fflogs.com/reports/43k1ZWNYGrKdF7Qg#fight=19&type=damage-done,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,6340.3,1138.5s,5976.4,126.2s,6351.0,144.5s,6918.1,188.5s,5015.3,71.6s,7145.3,286.1s,6009.3,321.6s
2344,WhiteMage,https://www.fflogs.com/reports/2qNkFtaCVgBpdcT3#fight=1&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,6491.7,1140.5s,6153.1,128.8s,7866.1,143.7s,6389.9,190.4s,5881.9,71.6s,7063.7,286.1s,5935.4,320.0s
2345,WhiteMage,https://www.fflogs.com/reports/8KAhQjLVgPWcZRD1#fight=11&type=damage-done,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,6490.3,1140.1s,6221.5,129.0s,7472.4,143.4s,6190.4,188.4s,6819.8,71.6s,6764.6,286.0s,6156.8,321.7s
2346,Scholar,https://www.fflogs.com/reports/GChnF14NdWwbZjLM#fight=12&type=damage-done,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,6487.0,1136.2s,5998.6,129.3s,6065.5,140.9s,7310.7,185.9s,5357.7,71.6s,7684.0,286.1s,6016.5,322.5s
2347,WhiteMage,https://www.fflogs.com/reports/H1Gxb4apmvjFy7Ph#fight=8&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,6486.8,1144.9s,5692.2,129.0s,7988.4,144.0s,6104.0,191.5s,7855.0,71.6s,6807.0,286.0s,5996.0,322.8s
2348,WhiteMage,https://www.fflogs.com/reports/t21PWf378KmkLqYj#fight=14&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,6483.3,1146.6s,5650.7,130.1s,7695.5,143.9s,5894.4,192.4s,6315.4,71.5s,7351.5,286.1s,6285.1,322.5s
2349,Astrologian,https://www.fflogs.com/reports/QrC6ApGXYcyPLdgM#fight=31&type=damage-done,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,6481.7,1137.9s,6358.2,127.7s,7204.9,141.3s,6609.3,189.4s,4948.9,71.6s,7410.5,286.1s,5976.2,321.9s
2350,Sage,https://www.fflogs.com/reports/4nThPqdAYkargNcv#fight=5&type=damage-done,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,6481.5,1132.2s,6191.6,130.2s,7000.0,137.4s,6208.7,190.5s,6593.5,71.6s,7152.3,286.1s,6182.3,316.4s
2351,WhiteMage,https://www.fflogs.com/reports/fbFqr91CZRgjLYBv#fight=19&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,6477.7,1141.8s,6146.9,129.5s,7249.2,141.9s,6595.1,191.6s,6038.9,71.6s,7094.1,285.9s,5998.3,321.3s
2352,WhiteMage,https://www.fflogs.com/reports/JhpKGjBDT1NV7vk9#fight=3&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,6475.6,1139.9s,5870.2,129.2s,7696.0,141.7s,5944.4,190.9s,6340.2,71.6s,7233.1,285.9s,6184.1,320.5s
2353,WhiteMage,https://www.fflogs.com/reports/JrnRGVM3mFT7Kf8h#fight=8&type=damage-done,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,6475.0,1143.0s,5930.2,130.0s,7796.8,142.6s,6542.2,189.7s,6494.8,71.6s,6998.2,286.0s,5852.3,323.1s
2354,Astrologian,https://www.fflogs.com/reports/ckampHR4gGxP1rX2#fight=9&type=damage-done,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,6473.1,1142.1s,6335.6,128.2s,6297.8,142.0s,6716.8,192.7s,5543.6,71.6s,7181.7,286.2s,6276.4,321.5s
2355,Astrologian,https://www.fflogs.com/reports/3K1ywhWLVQZJbpPG#fight=12&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,6471.5,1139.7s,6076.1,128.5s,7116.1,144.5s,6023.1,191.0s,7566.9,71.6s,7176.4,286.0s,6036.5,318.1s
2356,WhiteMage,https://www.fflogs.com/reports/QAjrh7yYktbzRc4B#fight=13&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,6469.9,1148.2s,6379.7,130.2s,7735.8,144.7s,5980.9,192.8s,6723.1,71.6s,7430.8,286.1s,5689.4,322.7s
2357,WhiteMage,https://www.fflogs.com/reports/pmaq6Ctz3A2nWV7G#fight=7&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,6469.2,1134.2s,6043.2,128.9s,8157.3,137.6s,5889.2,191.5s,7060.6,71.6s,7134.0,285.9s,5843.6,318.7s
2358,Astrologian,https://www.fflogs.com/reports/d9nFqD3aJjGBvW47#fight=31&type=damage-done,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,6466.6,1140.1s,5820.3,129.9s,6955.5,144.0s,6513.9,188.3s,5218.0,71.6s,7515.1,286.1s,6233.1,320.2s
2359,WhiteMage,https://www.fflogs.com/reports/KcWYj1twMmT76C4P#fight=26&type=damage-done,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6463.5,1138.5s,5769.8,128.0s,7379.3,143.7s,6585.5,191.8s,7017.0,71.6s,6890.4,285.9s,5976.3,317.5s
2360,WhiteMage,https://www.fflogs.com/reports/Lg6n2h8Vq14JR9XY#fight=2&type=damage-done,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,6462.1,1135.4s,5859.8,129.6s,8897.1,138.9s,6061.7,190.4s,6602.0,71.5s,6728.3,286.0s,5805.7,319.0s
2361,WhiteMage,https://www.fflogs.com/reports/WabrdX1j7ckHQp8V#fight=7&type=damage-done,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,6459.2,1146.5s,6104.4,128.3s,7623.5,144.7s,6093.6,194.4s,6267.3,71.6s,7242.9,286.0s,5962.0,321.6s
2362,WhiteMage,https://www.fflogs.com/reports/TpQYAWcwH73ykaNt#fight=19&type=damage-done,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6457.4,1141.4s,5921.9,127.6s,8049.4,141.3s,6089.4,192.6s,6108.0,71.6s,7392.3,286.1s,5830.0,322.2s
2363,WhiteMage,https://www.fflogs.com/reports/RLjHpQCaVFm7qZD6#fight=23&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,6455.5,1143.6s,5638.1,131.0s,7920.3,143.8s,6061.9,193.3s,6914.1,71.5s,6974.4,285.9s,6081.9,318.1s
2364,WhiteMage,https://www.fflogs.com/reports/wcJbq93tdCTxLfHB#fight=19&type=damage-done,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,6361.9,1142.0s,5224.1,130.1s,6944.8,141.9s,6212.8,191.9s,6468.8,71.6s,7309.2,286.0s,6223.9,320.6s
2365,Scholar,https://www.fflogs.com/reports/PzGLrXQkpvg2Dcn4#fight=39&type=damage-done,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,6433.2,1142.5s,6415.4,128.2s,7057.1,144.5s,5840.7,191.4s,7034.4,71.7s,7221.5,286.0s,5973.9,320.8s
2366,Astrologian,https://www.fflogs.com/reports/7xdn3C9yptYh1BNz#fight=8&type=damage-done,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,6451.7,1140.1s,6068.5,127.0s,7109.9,144.1s,5971.1,190.8s,7188.2,71.5s,7633.1,286.0s,5843.4,320.6s
2367,WhiteMage,https://www.fflogs.com/reports/CpnrQVyjxJdkLBvY#fight=10&type=damage-done,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,6451.7,1136.1s,5708.5,125.6s,7548.5,143.1s,5951.3,187.3s,7809.7,71.5s,7310.7,286.1s,5878.6,322.4s
2368,WhiteMage,https://www.fflogs.com/reports/cWHzdrCKLMTfGtvQ#fight=37&type=damage-done,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,6451.0,1137.0s,5755.3,128.6s,7908.2,141.1s,6403.6,190.4s,6846.7,71.6s,6904.8,286.0s,5867.5,319.3s
2369,Scholar,https://www.fflogs.com/reports/xJHnG9gzZL3jM7rT#fight=22&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,6448.9,1143.6s,6524.3,129.2s,6477.0,143.8s,6551.1,191.4s,5371.6,71.6s,7252.1,286.0s,6128.2,321.7s
2370,WhiteMage,https://www.fflogs.com/reports/AYtDfvNacybQx7FG#fight=2&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,6445.6,1144.7s,6206.6,129.3s,7452.5,143.2s,5876.0,192.9s,8918.3,71.6s,6644.7,285.9s,5854.4,321.9s
2371,WhiteMage,https://www.fflogs.com/reports/a:jN8FaP6Kw1dBCt9A#fight=6&type=damage-done,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,6445.3,1143.0s,5818.5,128.9s,8306.1,141.7s,6326.4,191.5s,5883.6,71.6s,7410.4,286.0s,5628.9,323.3s
2372,WhiteMage,https://www.fflogs.com/reports/YjfhkmtKVWHgGLaZ#fight=24&type=damage-done,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6444.1,1148.5s,5824.1,130.4s,7687.8,144.9s,5959.0,193.4s,6558.9,71.5s,7234.0,286.1s,6047.6,322.3s
2373,WhiteMage,https://www.fflogs.com/reports/YjfhkmtKVWHgGLaZ#fight=24&type=damage-done,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6444.1,1148.5s,5824.1,130.4s,7687.8,144.9s,5959.0,193.4s,6558.9,71.5s,7234.0,286.1s,6047.6,322.3s
2374,Astrologian,https://www.fflogs.com/reports/bWwMQXykRBfjFA48#fight=30&type=damage-done,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,6442.4,1146.0s,6109.4,130.1s,7346.6,144.3s,6116.9,191.5s,6780.2,71.6s,7144.3,286.0s,5959.5,322.5s
2375,Astrologian,https://www.fflogs.com/reports/9YwCd83NyTBG2gtP#fight=9&type=damage-done,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,6439.9,1137.7s,6432.0,127.3s,6969.2,143.6s,6557.7,188.6s,5014.6,71.6s,6884.8,286.0s,6199.1,320.6s
2376,Astrologian,https://www.fflogs.com/reports/VTHadL4zBMJj2vNn#fight=20&type=damage-done,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,6437.5,1145.4s,6066.3,130.2s,6800.5,144.9s,6461.3,190.3s,5418.7,71.6s,7236.8,286.0s,6225.7,322.3s
2377,WhiteMage,https://www.fflogs.com/reports/YDdAWC2xZkRN1qLT#fight=31&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,6436.6,1144.7s,6290.7,128.6s,7642.1,144.3s,5749.1,193.2s,6897.0,71.6s,7197.0,285.9s,5892.2,321.2s
2378,Astrologian,https://www.fflogs.com/reports/vKAJyX7adkrwM14T#fight=12&type=damage-done,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,6416.8,1143.1s,5907.1,129.5s,6789.2,143.0s,5870.6,193.1s,7032.8,71.7s,7380.2,286.0s,6184.1,319.8s
2379,Sage,https://www.fflogs.com/reports/GhZD9wNbRgvJ4dL1#fight=16&type=damage-done,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,6429.8,1139.8s,6402.5,130.2s,7014.4,143.5s,6025.2,191.6s,6887.4,71.6s,7008.0,286.1s,6019.1,316.8s
2380,WhiteMage,https://www.fflogs.com/reports/9fvJ4rx8yBFKNhpG#fight=8&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,6428.0,1147.6s,5772.7,130.8s,7382.2,144.6s,6292.7,193.4s,6083.5,71.7s,7449.9,286.0s,5933.6,321.0s
2381,WhiteMage,https://www.fflogs.com/reports/p67xHkJVMR3dvnDw#fight=21&type=damage-done,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,6428.0,1145.9s,5887.6,130.4s,8187.0,143.9s,5742.2,192.5s,6980.0,71.6s,7171.2,285.9s,5828.0,321.5s
2382,Scholar,https://www.fflogs.com/reports/3WBrgb9VvM4aHNzj#fight=102&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,6427.5,1139.0s,6894.1,125.6s,6468.1,143.8s,6428.7,191.3s,6004.5,71.6s,6970.2,286.0s,5982.7,320.7s
2383,WhiteMage,https://www.fflogs.com/reports/nM4RN7GTDHVBZbk3#fight=26&type=damage-done,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,6427.1,1144.3s,6009.3,129.1s,7333.5,143.4s,6303.7,191.9s,6429.4,71.6s,7273.7,286.0s,5857.6,322.2s
2384,Astrologian,https://www.fflogs.com/reports/6nLrwDXqmkBWTgAv#fight=12&type=damage-done,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,6426.9,1140.9s,5702.0,128.6s,6652.3,143.9s,5924.6,191.1s,7190.9,71.6s,7205.4,286.1s,6399.1,319.5s
2385,WhiteMage,https://www.fflogs.com/reports/LKGTgJRAprX3DCqm#fight=24&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,6425.5,1145.0s,5893.7,129.3s,7827.4,144.1s,5891.0,193.1s,7711.7,71.6s,7205.9,286.1s,5709.8,321.0s
2386,WhiteMage,https://www.fflogs.com/reports/jCt8cWvn64MkxgG1#fight=2&type=damage-done,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,6425.2,1144.4s,6118.5,129.8s,6870.3,144.5s,5937.8,190.4s,6808.7,71.6s,7287.7,286.0s,6125.2,322.0s
